,year,rank,song,artist,gender,nltk_positive,nltk_negative,nltk_score,nltk_top_emotion,Gender,genres
10,1977,32,Blinded By The Light,Manfred Mann's Earth Band,,0.141,0.01,0.9982,trust,,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
11,1977,33,Whispering/Cherchez La Femme/Se Si Bon,Dr. Buzzard's Original Savannah Band,,0.151,0.154,-0.8676,sadness,,['disco']
12,1977,34,Love Ballad,L.T.D.,,0.185,0.01,0.996,joy,,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
13,1977,35,Weekend In New England,Barry Manilow,,0.233,0.008,0.9934,anticipation,Male,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']"
14,1977,36,Mademoiselle,Styx,,0.026,0.041,-0.4939,trust,,"['alt z', 'dance pop', 'electropop', 'escape room', 'indie poptimism', 'pop', 'post-teen pop', 'trap queen']"
15,1977,37,Ain't Nothing Like The Real Thing,Donny & Marie Osmond,,0.19,0.047,0.9896,trust,,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']"
16,1977,38,Keep Me Cryin',Al Green,,0.145,0.146,-0.2901,sadness,Male,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
17,1977,39,"Do What You Want, Be What You Are",Daryl Hall John Oates,,0.141,0.039,0.9223,fear,,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
18,1977,40,Drivin' Wheel,Foghat,,0.14,0.135,0.34,sadness,,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
19,1977,41,Beth/Detroit Rock City,KISS,,0.04,0.126,-0.9966,anger,Male,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']"
0,1977,42,What Can I Say,Boz Scaggs,,0.122,0.144,-0.9638,anticipation,Male,"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
1,1977,43,Free Bird,Lynyrd Skynyrd,,0.16,0.072,0.9651,fear,,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']"
2,1977,45,Hello Old Friend,Eric Clapton,,0.175,0.034,0.9866,fear,Male,"['electropop', 'pop']"
3,1977,46,Someone To Lay Down Beside Me,Linda Ronstadt,,0.125,0.061,0.9551,joy,Female,"['mellow gold', 'soft rock']"
4,1977,47,I Like To Do It,KC And The Sunshine Band,,0.281,0.017,0.9927,joy,,"['disco', 'funk', 'motown', 'quiet storm', 'soft rock', 'soul']"
5,1977,48,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,,,,,,,[]
6,1977,49,It Keeps You Runnin',The Doobie Brothers,,0.116,0.059,0.9125,anticipation,Male,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
7,1977,50,Do It To My Mind,Johnny Bristol,,0.206,0.067,0.9988,joy,Male,"['classic soul', 'disco']"
8,1977,51,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,,0.389,0.0,0.9949,joy,Female,"['adult standards', 'mellow gold', 'soft rock']"
9,1977,52,Fly Like An Eagle,Steve Miller,,0.146,0.007,0.9873,trust,Male,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']"
10,1977,53,Living Next Door To Alice,Smokie,,0.035,0.035,0.0088,surprise,,"['classic uk pop', 'europop', 'mellow gold', 'soft rock']"
11,1977,54,"9,999,999 Tears",Dickey Lee,,0.05,0.114,-0.9236,joy,Male,[]
12,1977,55,If Not You,Dr. Hook,,0.083,0.017,0.6072,surprise,,"['adult standards', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
13,1977,56,Yesterday's Hero,Bay City Rollers,,0.201,0.043,0.9959,anticipation,,"['australian dance', 'australian rock', 'classic uk pop']"
14,1977,57,Just To Be Close To You,Commodores,,0.258,0.034,0.9989,joy,,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
15,1977,58,Don't Take Away The Music,Tavares,,0.024,0.009,0.7906,joy,,"['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm']"
16,1977,59,Night Moves,Bob Seger & The Silver Bullet Band,,0.074,0.089,-0.4588,surprise,,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
17,1977,60,You've Got Me Runnin',Gene Cotton,,0.102,0.09,0.1886,anticipation,,"['deep new americana', 'retro soul']"
18,1977,61,Baby Boy,Mary Kay Place As Loretta Haggers,,0.197,0.088,0.9881,joy,,"['dance pop', 'pop', 'r&b']"
0,1977,62,Hard Luck Woman,KISS,,0.242,0.103,0.994,joy,Male,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']"
1,1977,63,Slow Dancing,Funky Kings,,0.135,0.028,0.9827,sadness,Male,"['alternative r&b', 'viral pop']"
2,1977,64,St. Charles,Jefferson Starship,,0.245,0.018,0.9976,joy,,"['funk', 'soul']"
3,1977,65,"Man Smart, Woman Smarter",Robert Palmer,,0.178,0.017,0.9976,trust,Male,[]
4,1977,66,Dancing Queen,ABBA,,0.082,0.023,0.9062,joy,,"['europop', 'swedish pop']"
5,1977,67,Save It For A Rainy Day,Stephen Bishop,,0.175,0.144,0.9724,sadness,Male,"['contemporary country', 'country', 'country road']"
6,1977,68,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,,0.071,0.053,0.846,anticipation,Male,"['album rock', 'canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
7,1977,69,Do You Feel Like We Do,Peter Frampton,,0.245,0.026,0.9857,anger,Male,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
8,1977,71,"Ob-la-di, Ob-la-da",The Beatles,,0.186,0.0,0.9959,anticipation,Male,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
9,1977,72,Dreamboat Annie,Heart,,0.152,0.091,0.7605,anticipation,Female,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
10,1977,73,Lucky Man,Starbuck,,0.316,0.032,0.999,fear,,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
11,1977,74,Free,Deniece Williams,,0.154,0.084,0.9939,trust,Female,"['atl hip hop', 'atl trap', 'rap', 'trap']"
12,1977,75,Don't Leave Me This Way,Thelma Houston,,0.233,0.108,0.9883,joy,Female,"['disco', 'diva house', 'motown', 'post-disco']"
13,1977,76,Happier,Paul Anka,,0.198,0.036,0.9966,surprise,Male,"['art pop', 'electropop', 'pop']"
14,1977,77,Open Sesame - Part 1,Kool & The Gang,,0.14,0.264,-0.9982,fear,Male,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
15,1977,78,Every Face Tells A Story,Olivia Newton-John,,0.03,0.13,-0.9043,sadness,Female,"['pop rap', 'seattle hip hop']"
16,1977,79,"Baby, You Look Good To Me Tonight",John Denver,,0.21,0.043,0.9965,anticipation,Male,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
17,1977,80,I Can't Ask For Anymore Than You,Cliff Richard,,0.178,0.062,0.9822,sadness,Male,"['eurodance', 'europop', 'german pop', 'synthpop']"
18,1977,81,If You Leave Me Now,Chicago,,0.039,0.094,-0.9081,sadness,Male,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
0,1977,83,Caledonia,Robin Trower,,0.082,0.091,0.2469,fear,Male,"['alternative country', 'deep new americana', 'folk', 'indie folk', 'indie pop', 'modern folk rock', 'new americana', 'north carolina indie', 'north carolina roots', 'roots rock', 'stomp and holler']"
1,1977,84,Year Of The Cat,Al Stewart,,0.049,0.042,-0.0589,anticipation,Male,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock']"
2,1977,85,You're My Driving Wheel,The Supremes,,0.09,0.01,0.9854,joy,,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
3,1977,86,Heart On My Sleeve,Bryan Ferry,,0.102,0.057,0.9919,fear,Male,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
4,1977,87,Carry On Wayward Son,Kansas,,0.221,0.093,0.9903,sadness,Male,"['album rock', 'art rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
5,1977,88,When Love Is New,Arthur Prysock,,0.463,0.003,0.9995,joy,Male,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion']"
6,1977,89,C.b. Savage,Rod Hart,,0.315,0.008,0.997,,,['truck-driving country']
7,1977,90,Ha Cha Cha (funktion),Brass Construction,,0.114,0.14,-0.9805,disgust,,"['disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'rare groove']"
8,1977,91,White Bird,David Laflamme,,0.026,0.176,-0.9889,sadness,,"['bluegrass', 'jam band', 'jamgrass', 'mandolin', 'old-time', 'progressive bluegrass']"
9,1977,92,It's A Long Way There,Little River Band,,0.076,0.013,0.9623,anticipation,,"['album rock', 'art rock', 'australian rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
10,1977,93,Prisoner (Captured By Your Eyes),L.A. Jets,,0.19,0.131,0.8919,fear,,"['adult standards', 'mellow gold', 'soft rock']"
11,1977,94,Love Bug,Bumble Bee Unlimited,,0.148,0.02,0.9839,fear,,"[""canadian children's music"", ""children's folk"", ""children's music""]"
12,1977,95,Feelings,Walter Jackson,,0.12,0.133,-0.9944,anger,Male,"['dance pop', 'electropop', 'pop']"
13,1977,96,Hey Baby,J.J. Cale,,0.149,0.036,0.9948,anticipation,Male,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
14,1977,97,Spend Some Time,Elvin Bishop Featuring Mickey Thomas,,0.103,0.155,-0.996,anticipation,,"['detroit hip hop', 'hip hop', 'rap']"
15,1977,98,(She's Just A) Fallen Angel,Starz,,0.023,0.124,-0.9402,trust,,[]
16,1977,99,"Baby, I'll Give It To You",Seals & Crofts,,0.166,0.03,0.9715,anticipation,,"['alternative r&b', 'pop', 'r&b']"
17,1977,100,The Best Disco In Town,The Ritchie Family,,0.229,0.016,0.9993,joy,,"['deep disco', 'disco', 'philly soul', 'post-disco']"
18,1978,1,How Deep Is Your Love,Bee Gees,,0.306,0.041,0.9992,joy,Male,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']"
0,1978,2,Baby Come Back,Player,,0.084,0.17,-0.9774,joy,,"['mellow gold', 'soft rock', 'yacht rock']"
1,1978,3,Blue Bayou,Linda Ronstadt,,0.137,0.051,0.9612,joy,Female,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
2,1978,4,(Every Time I Turn Around) Back In Love Again,LTD,,0.329,0.023,0.9994,joy,,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
3,1978,5,Here You Come Again,Dolly Parton,,0.113,0.045,0.9517,trust,Female,"['classic country pop', 'country', 'country dawn']"
4,1978,6,You Light Up My Life,Debby Boone,,0.14,0.032,0.9379,joy,Female,['bubblegum pop']
5,1978,7,Slip Slidin' Away,Paul Simon,,0.073,0.047,0.7906,surprise,Male,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']"
6,1978,8,Sentimental Lady,Bob Welch,,0.318,0.0,0.9986,joy,Male,"['classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']"
7,1978,9,You're In My Heart (The Final Acclaim),Rod Stewart,,0.313,0.013,0.9993,joy,Male,"['classic rock', 'mellow gold', 'soft rock']"
8,1978,10,Hey Deanie,Shaun Cassidy,,0.166,0.068,0.9929,joy,Male,['bubblegum pop']
9,1978,11,Come Sail Away,Styx,,0.091,0.015,0.9662,anticipation,,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
10,1978,12,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,,0.253,0.019,0.9957,joy,,['motown']
11,1978,13,We Are The Champions,Queen,,0.276,0.17,0.9891,anticipation,Male,"['classic rock', 'glam rock', 'rock']"
12,1978,14,Runaround Sue,Leif Garrett,,0.152,0.116,0.9775,anger,Male,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
13,1978,15,It's So Easy,Linda Ronstadt,,0.396,0.05,0.9994,anger,Female,"['glam metal', 'hard rock', 'rock']"
14,1978,16,Don't It Make My Brown Eyes Blue,Crystal Gayle,,0.027,0.125,-0.91,sadness,Female,"['adult standards', 'classic country pop', 'country', 'country rock', 'mellow gold']"
15,1978,17,Short People,Randy Newman,,0.073,0.195,-0.9445,disgust,Male,"['disney', 'movie tunes', 'singer-songwriter']"
16,1978,18,Just The Way You Are,Billy Joel,,0.243,0.032,0.998,joy,Male,"['dance pop', 'pop']"
17,1978,19,Serpentine Fire,"Earth, Wind & Fire",,0.268,0.137,0.9931,anticipation,Male,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
18,1978,20,Turn To Stone,Electric Light Orchestra,,0.027,0.046,-0.5979,anger,Male,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
19,1978,21,I Go Crazy,Paul Davis,,0.101,0.299,-0.9989,anger,Male,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
0,1978,22,My Way,Elvis Presley,,0.049,0.193,-0.998,anger,Male,"['adult standards', 'easy listening', 'lounge']"
1,1978,23,(Love Is) Thicker Than Water,Andy Gibb,,0.098,0.108,0.1675,sadness,Male,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'soft rock']"
2,1978,24,The Way I Feel Tonight,Bay City Rollers,,0.243,0.025,0.9911,joy,,"['bass trap', 'edm', 'electro house', 'electronic trap', 'livetronica', 'vapor twitch']"
3,1978,25,Sometimes When We Touch,Dan Hill,,0.137,0.179,-0.9127,fear,Male,"['adult standards', 'mellow gold', 'soft rock']"
4,1978,26,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,,0.042,0.017,0.5563,joy,,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
5,1978,27,Gettin' Ready For Love,Diana Ross,,0.275,0.038,0.9958,anticipation,Female,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']"
6,1978,28,Stayin' Alive,Bee Gees,,0.301,0.079,0.9983,trust,Male,"['disco', 'mellow gold', 'soft rock']"
7,1978,29,Desiree,Neil Diamond,,0.177,0.067,0.9752,joy,Male,"['glitchcore', 'underground hip hop']"
8,1978,30,Point Of Know Return,Kansas,,0.054,0.071,0.2869,anticipation,Male,"['album rock', 'art rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
9,1978,31,Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,,0.181,0.171,0.8295,joy,,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']"
10,1978,32,Isn't It Time,The Babys,,0.094,0.004,0.9835,anticipation,,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
11,1978,33,Native New Yorker,Odyssey,,0.145,0.035,0.9934,joy,Female,"['classic uk pop', 'disco', 'hammond organ', 'motown', 'post-disco', 'quiet storm']"
12,1978,34,Girls' School,Wings,,0.083,0.019,0.8701,trust,,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
13,1978,35,We're All Alone,Rita Coolidge,,0.094,0.103,0.6555,trust,Female,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'native american', 'soft rock']"
14,1978,36,Swingtown,The Steve Miller Band,,0.037,0.088,-0.2669,joy,,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']"
15,1978,37,Emotion,Samantha Sang,,0.083,0.205,-0.9978,disgust,Female,"['melodic rap', 'pop rap']"
16,1978,38,What's Your Name,Lynyrd Skynyrd,,0.179,0.035,0.9676,surprise,,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']"
17,1978,39,(You're My) Soul And Inspiration,Donny & Marie Osmond,,0.192,0.061,0.9861,joy,,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
18,1978,40,Peg,Steely Dan,,0.061,0.027,0.9664,joy,,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'yacht rock']"
0,1978,42,As,Stevie Wonder,,0.12,0.133,-0.9944,anger,Male,['australian hip hop']
1,1978,43,Tried To Love,Peter Frampton,,0.172,0.031,0.9702,joy,Male,"['deep house', 'pop dance', 'tropical house']"
2,1978,44,If You're Not Back In Love By Monday,Millie Jackson,,0.2,0.039,0.997,joy,Female,"['classic soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
3,1978,45,Lovely Day,Bill Withers,,0.544,0.015,0.9999,joy,Male,"['funk', 'motown', 'quiet storm', 'soul']"
4,1978,46,How Can I Leave You Again,John Denver,,0.092,0.118,0.0516,sadness,Male,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
5,1978,47,"Long, Long Way From Home",Foreigner,,0.046,0.178,-0.9789,anticipation,Male,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
6,1978,48,Wrap Your Arms Around Me,KC And The Sunshine Band,,0.097,0.0,0.8957,anticipation,,['irish singer-songwriter']
7,1978,49,Too Hot Ta Trot,Commodores,,0.27,0.058,0.9968,joy,,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
8,1978,50,Ffun,ConFunkShun,,0.536,0.0,0.9992,joy,,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
9,1978,51,You Make Loving Fun,Fleetwood Mac,,0.332,0.0,0.9967,joy,,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
10,1978,52,The Next Hundred Years,Al Martino,,0.088,0.105,-0.7296,fear,Male,"['contemporary country', 'country pop']"
11,1978,53,Street Corner Serenade,Wet Willie,,0.209,0.054,0.9914,anticipation,,"['country rock', 'southern rock']"
12,1978,54,"Baby, What A Big Surprise",Chicago,,0.178,0.022,0.9903,joy,Male,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
13,1978,55,Easy To Love,Leo Sayer,,0.214,0.117,0.9872,joy,Male,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']"
14,1978,56,Heaven On The 7th Floor,Paul Nicholas,,0.327,0.065,0.999,joy,Male,[]
15,1978,57,Breakdown,Tom Petty And The Heartbreakers,,0.139,0.175,-0.9798,surprise,,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
16,1978,58,Your Smiling Face,James Taylor,,0.188,0.206,-0.8128,joy,,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
17,1978,59,Boogie Nights,Heatwave,,0.022,0.012,0.6747,trust,Male,"['brit funk', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
18,1978,60,Falling,LeBlanc & Carr,,0.031,0.157,-0.9715,sadness,,['pop']
19,1978,61,Theme From Close Encounters,Meco,,0.128,0.07,0.9882,anticipation,Male,[]
0,1978,62,Sweet Music Man,Kenny Rogers,,0.202,0.058,0.9934,joy,Male,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']"
1,1978,63,I Love You,Donna Summer,,0.146,0.08,0.9519,joy,Female,"['chicago indie', 'indie pop']"
2,1978,64,Happy Anniversary,Little River Band,,0.263,0.048,0.9979,joy,,"['album rock', 'art rock', 'australian rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
